lin,CCRT,dia,TR,umi
PE 02_18C-b2,360,31/10/23,25.3,38
PE 02_18C-b2,510,31/10/23,25.3,38
PE 02_18C-b2,510,31/10/23,25.3,38
PE 02_18C-b2,630,31/10/23,25.3,38
PE 02_18C-b2,NA,31/10/23,25.3,38
RJ 04_25C-b2,360,31/10/23,25.3,38
RJ 04_25C-b2,420,31/10/23,25.3,38
RJ 04_25C-b2,600,31/10/23,25.3,38
RJ 04_25C-b2,NA,31/10/23,25.3,38
RJ 04_25C-b2,NA,31/10/23,25.3,38
RJ 04_18C-b2,510,31/10/23,25.3,38
RJ 04_18C-b2,540,31/10/23,25.3,38
RJ 04_18C-b2,600,31/10/23,25.3,38
RJ 04_18C-b2,600,31/10/23,25.3,38
RJ 04_18C-b2,660,31/10/23,25.3,38
JP 10_25C-b2,510,01/11/23,24.9,52
JP 10_25C-b2,720,01/11/23,24.9,52
JP 10_25C-b2,720,01/11/23,24.9,52
JP 10_25C-b2,720,01/11/23,24.9,52
JP 10_25C-b2,840,01/11/23,24.9,52
JP 05_25C-b2,420,01/11/23,24.9,52
JP 05_25C-b2,450,01/11/23,24.9,52
JP 05_25C-b2,450,01/11/23,24.9,52
JP 05_25C-b2,570,01/11/23,24.9,52
JP 05_25C-b2,NA,01/11/23,24.9,52
RJ 05_18C-b2,630,01/11/23,24.9,52
RJ 05_18C-b2,630,01/11/23,24.9,52
RJ 05_18C-b2,720,01/11/23,24.9,52
RJ 05_18C-b2,720,01/11/23,24.9,52
RJ 05_18C-b2,750,01/11/23,24.9,52
RJ 05_25C-b2,390,01/11/23,24.9,52
RJ 05_25C-b2,390,01/11/23,24.9,52
RJ 05_25C-b2,390,01/11/23,24.9,52
RJ 05_25C-b2,600,01/11/23,24.9,52
RJ 05_25C-b2,NA,01/11/23,24.9,52
PE 04_18C-b2,540,01/11/23,24.9,52
PE 04_18C-b2,630,01/11/23,24.9,52
PE 04_18C-b2,630,01/11/23,24.9,52
PE 04_18C-b2,870,01/11/23,24.9,52
PE 04_18C-b2,870,01/11/23,24.9,52
PE 04_25C-b2,450,01/11/23,24.9,52
PE 04_25C-b2,480,01/11/23,24.9,52
PE 04_25C-b2,510,01/11/23,24.9,52
PE 04_25C-b2,870,01/11/23,24.9,52
PE 04_25C-b2,NA,01/11/23,24.9,52
NE 06_18C-b2,450,01/11/23,24.9,52
NE 06_18C-b2,450,01/11/23,24.9,52
NE 06_18C-b2,450,01/11/23,24.9,52
NE 06_18C-b2,630,01/11/23,24.9,52
NE 06_18C-b2,990,01/11/23,24.9,52
NE 06_25C-b2,270,01/11/23,24.9,52
NE 06_25C-b2,270,01/11/23,24.9,52
NE 06_25C-b2,270,01/11/23,24.9,52
NE 06_25C-b2,300,01/11/23,24.9,52
NE 06_25C-b2,330,01/11/23,24.9,52
RJ 06_18C-b2,480,01/11/23,24.9,49
RJ 06_18C-b2,540,01/11/23,24.9,49
RJ 06_18C-b2,540,01/11/23,24.9,49
RJ 06_18C-b2,690,01/11/23,24.9,49
RJ 06_18C-b2,690,01/11/23,24.9,49
RJ 06_25C-b2,420,01/11/23,24.9,49
RJ 06_25C-b2,510,01/11/23,24.9,49
RJ 06_25C-b2,690,01/11/23,24.9,49
RJ 06_25C-b2,690,01/11/23,24.9,49
RJ 06_25C-b2,690,01/11/23,24.9,49
JP 13_18C-b2,480,01/11/23,24.9,49
JP 13_18C-b2,600,01/11/23,24.9,49
JP 13_18C-b2,630,01/11/23,24.9,49
JP 13_18C-b2,720,01/11/23,24.9,49
JP 13_18C-b2,NA,01/11/23,24.9,49
JP 13_25C-b2,420,01/11/23,24.9,49
JP 13_25C-b2,480,01/11/23,24.9,49
JP 13_25C-b2,540,01/11/23,24.9,49
JP 13_25C-b2,540,01/11/23,24.9,49
JP 13_25C-b2,630,01/11/23,24.9,49
PE 01_18C-b2,510,01/11/23,24.9,49
PE 01_18C-b2,570,01/11/23,24.9,49
PE 01_18C-b2,750,01/11/23,24.9,49
PE 01_18C-b2,870,01/11/23,24.9,49
PE 01_18C-b2,900,01/11/23,24.9,49
PE 01_25C-b2,360,01/11/23,24.9,49
PE 01_25C-b2,540,01/11/23,24.9,49
PE 01_25C-b2,540,01/11/23,24.9,49
PE 01_25C-b2,NA,01/11/23,24.9,49
PE 01_25C-b2,NA,01/11/23,24.9,49
NE 04_18C-b2,540,01/11/23,24.9,49
NE 04_18C-b2,690,01/11/23,24.9,49
NE 04_18C-b2,690,01/11/23,24.9,49
NE 04_18C-b2,NA,01/11/23,24.9,49
NE 04_18C-b2,NA,01/11/23,24.9,49
JP 16_25C-b2,660,01/11/23,24.9,49
JP 16_25C-b2,840,01/11/23,24.9,49
JP 16_25C-b2,NA,01/11/23,24.9,49
JP 16_25C-b2,NA,01/11/23,24.9,49
JP 16_25C-b2,NA,01/11/23,24.9,49
NE 10_18C-b2,510,07/11/23,24.1,44
NE 10_18C-b2,630,07/11/23,24.1,44
NE 10_18C-b2,630,07/11/23,24.1,44
NE 10_18C-b2,630,07/11/23,24.1,44
NE 10_18C-b2,NA,07/11/23,24.1,44
NE 10_25C-b2,300,07/11/23,24.1,44
NE 10_25C-b2,300,07/11/23,24.1,44
NE 10_25C-b2,330,07/11/23,24.1,44
NE 10_25C-b2,390,07/11/23,24.1,44
NE 10_25C-b2,510,07/11/23,24.1,44
JP 30_18C-b2,480,07/11/23,24.1,44
JP 30_18C-b2,690,07/11/23,24.1,44
JP 30_18C-b2,810,07/11/23,24.1,44
JP 30_18C-b2,810,07/11/23,24.1,44
JP 30_18C-b2,840,07/11/23,24.1,44
JP 30_25C-b2,450,07/11/23,24.1,44
JP 30_25C-b2,510,07/11/23,24.1,44
JP 30_25C-b2,540,07/11/23,24.1,44
JP 30_25C-b2,540,07/11/23,24.1,44
JP 30_25C-b2,720,07/11/23,24.1,44
RJ 09_18C-b2,510,07/11/23,24.1,44
RJ 09_18C-b2,510,07/11/23,24.1,44
RJ 09_18C-b2,630,07/11/23,24.1,44
RJ 09_18C-b2,630,07/11/23,24.1,44
RJ 09_18C-b2,720,07/11/23,24.1,44
RJ 09_25C-b2,420,07/11/23,24.1,44
RJ 09_25C-b2,420,07/11/23,24.1,44
RJ 09_25C-b2,450,07/11/23,24.1,44
RJ 09_25C-b2,480,07/11/23,24.1,44
RJ 09_25C-b2,540,07/11/23,24.1,44
PE 08_18C-b2,480,07/11/23,24.1,44
PE 08_18C-b2,510,07/11/23,24.1,44
PE 08_18C-b2,570,07/11/23,24.1,44
PE 08_18C-b2,570,07/11/23,24.1,44
PE 08_18C-b2,570,07/11/23,24.1,44
PE 08_25C-b2,450,07/11/23,24.1,44
PE 08_25C-b2,480,07/11/23,24.1,44
PE 08_25C-b2,510,07/11/23,24.1,44
PE 08_25C-b2,570,07/11/23,24.1,44
PE 08_25C-b2,630,07/11/23,24.1,44
NE 14_18C-b2,390,07/11/23,24.3,41
NE 14_18C-b2,540,07/11/23,24.3,41
NE 14_18C-b2,660,07/11/23,24.3,41
NE 14_18C-b2,660,07/11/23,24.3,41
NE 14_18C-b2,NA,07/11/23,24.3,41
NE 14_25C-b2,240,07/11/23,24.3,41
NE 14_25C-b2,390,07/11/23,24.3,41
NE 14_25C-b2,390,07/11/23,24.3,41
NE 14_25C-b2,480,07/11/23,24.3,41
NE 14_25C-b2,510,07/11/23,24.3,41
RJ 12_18C-b2,660,07/11/23,24.3,41
RJ 12_18C-b2,660,07/11/23,24.3,41
RJ 12_18C-b2,690,07/11/23,24.3,41
RJ 12_18C-b2,900,07/11/23,24.3,41
RJ 12_18C-b2,1140,07/11/23,24.3,41
RJ 12_25C-b2,480,07/11/23,24.3,41
RJ 12_25C-b2,480,07/11/23,24.3,41
RJ 12_25C-b2,630,07/11/23,24.3,41
RJ 12_25C-b2,720,07/11/23,24.3,41
RJ 12_25C-b2,NA,07/11/23,24.3,41
JP 23_18C-b2,420,07/11/23,24.3,41
JP 23_18C-b2,420,07/11/23,24.3,41
JP 23_18C-b2,480,07/11/23,24.3,41
JP 23_18C-b2,660,07/11/23,24.3,41
JP 23_18C-b2,690,07/11/23,24.3,41
JP 23_25C-b2,540,07/11/23,24.3,41
JP 23_25C-b2,540,07/11/23,24.3,41
JP 23_25C-b2,660,07/11/23,24.3,41
JP 23_25C-b2,660,07/11/23,24.3,41
JP 23_25C-b2,NA,07/11/23,24.3,41
PE 12_18C-b2,630,07/11/23,24.3,41
PE 12_18C-b2,630,07/11/23,24.3,41
PE 12_18C-b2,720,07/11/23,24.3,41
PE 12_18C-b2,810,07/11/23,24.3,41
PE 12_18C-b2,NA,07/11/23,24.3,41
PE 12_25C-b2,360,07/11/23,24.3,41
PE 12_25C-b2,390,07/11/23,24.3,41
PE 12_25C-b2,420,07/11/23,24.3,41
PE 12_25C-b2,420,07/11/23,24.3,41
PE 12_25C-b2,420,07/11/23,24.3,41
NE 15_18C-b2,570,08/11/23,24.4,44
NE 15_18C-b2,570,08/11/23,24.4,44
NE 15_18C-b2,570,08/11/23,24.4,44
NE 15_18C-b2,NA,08/11/23,24.4,44
NE 15_18C-b2,NA,08/11/23,24.4,44
NE 15_25C-b2,330,08/11/23,24.4,44
NE 15_25C-b2,330,08/11/23,24.4,44
NE 15_25C-b2,330,08/11/23,24.4,44
NE 15_25C-b2,450,08/11/23,24.4,44
NE 15_25C-b2,690,08/11/23,24.4,44
JP 26_18C-b2,600,08/11/23,24.4,44
JP 26_18C-b2,600,08/11/23,24.4,44
JP 26_18C-b2,690,08/11/23,24.4,44
JP 26_18C-b2,690,08/11/23,24.4,44
JP 26_18C-b2,780,08/11/23,24.4,44
JP 26_25C-b2,360,08/11/23,24.4,44
JP 26_25C-b2,360,08/11/23,24.4,44
JP 26_25C-b2,450,08/11/23,24.4,44
JP 26_25C-b2,450,08/11/23,24.4,44
JP 26_25C-b2,510,08/11/23,24.4,44
RJ 15_18C-b2,570,08/11/23,24.4,44
RJ 15_18C-b2,600,08/11/23,24.4,44
RJ 15_18C-b2,720,08/11/23,24.4,44
RJ 15_18C-b2,720,08/11/23,24.4,44
RJ 15_18C-b2,720,08/11/23,24.4,44
RJ 15_25C-b2,420,08/11/23,24.4,44
RJ 15_25C-b2,420,08/11/23,24.4,44
RJ 15_25C-b2,420,08/11/23,24.4,44
RJ 15_25C-b2,570,08/11/23,24.4,44
RJ 15_25C-b2,600,08/11/23,24.4,44
JP 22_18C-b2,570,08/11/23,24.4,44
JP 22_18C-b2,600,08/11/23,24.4,44
JP 22_18C-b2,600,08/11/23,24.4,44
JP 22_18C-b2,630,08/11/23,24.4,44
JP 22_18C-b2,630,08/11/23,24.4,44
JP 22_25C-b2,510,08/11/23,24.4,44
JP 22_25C-b2,510,08/11/23,24.4,44
JP 22_25C-b2,570,08/11/23,24.4,44
JP 22_25C-b2,570,08/11/23,24.4,44
JP 22_25C-b2,600,08/11/23,24.4,44
NE 09_18C-b2,570,08/11/23,24.2,43
NE 09_18C-b2,660,08/11/23,24.2,43
NE 09_18C-b2,750,08/11/23,24.2,43
NE 09_18C-b2,780,08/11/23,24.2,43
NE 09_18C-b2,780,08/11/23,24.2,43
NE 09_25C-b2,570,08/11/23,24.2,43
NE 09_25C-b2,570,08/11/23,24.2,43
NE 09_25C-b2,570,08/11/23,24.2,43
NE 09_25C-b2,690,08/11/23,24.2,43
NE 09_25C-b2,690,08/11/23,24.2,43
JP 24_18C-b2,510,08/11/23,24.2,43
JP 24_18C-b2,780,08/11/23,24.2,43
JP 24_18C-b2,780,08/11/23,24.2,43
JP 24_18C-b2,NA,08/11/23,24.2,43
JP 24_18C-b2,NA,08/11/23,24.2,43
JP 24_25C-b2,420,08/11/23,24.2,43
JP 24_25C-b2,450,08/11/23,24.2,43
JP 24_25C-b2,480,08/11/23,24.2,43
JP 24_25C-b2,570,08/11/23,24.2,43
JP 24_25C-b2,NA,08/11/23,24.2,43
JP 28_18C-b2,690,08/11/23,24.2,43
JP 28_18C-b2,870,08/11/23,24.2,43
JP 28_18C-b2,870,08/11/23,24.2,43
JP 28_18C-b2,1200,08/11/23,24.2,43
JP 28_18C-b2,NA,08/11/23,24.2,43
JP 28_25C-b2,480,08/11/23,24.2,43
JP 28_25C-b2,570,08/11/23,24.2,43
JP 28_25C-b2,570,08/11/23,24.2,43
JP 28_25C-b2,NA,08/11/23,24.2,43
JP 28_25C-b2,NA,08/11/23,24.2,43
PE 10_18C-b2,480,08/11/23,24.2,43
PE 10_18C-b2,540,08/11/23,24.2,43
PE 10_18C-b2,540,08/11/23,24.2,43
PE 10_18C-b2,570,08/11/23,24.2,43
PE 10_18C-b2,NA,08/11/23,24.2,43
PE 10_25C-b2,420,08/11/23,24.2,43
PE 10_25C-b2,420,08/11/23,24.2,43
PE 10_25C-b2,450,08/11/23,24.2,43
PE 10_25C-b2,450,08/11/23,24.2,43
PE 10_25C-b2,NA,08/11/23,24.2,43
NE 19_18C-b2,510,14/11/23,24.9,45
NE 19_18C-b2,690,14/11/23,24.9,45
NE 19_18C-b2,720,14/11/23,24.9,45
NE 19_18C-b2,NA,14/11/23,24.9,45
NE 19_18C-b2,NA,14/11/23,24.9,45
NE 19_25C-b2,420,14/11/23,24.9,45
NE 19_25C-b2,420,14/11/23,24.9,45
NE 19_25C-b2,480,14/11/23,24.9,45
NE 19_25C-b2,510,14/11/23,24.9,45
NE 19_25C-b2,510,14/11/23,24.9,45
PE 14_18C-b2,600,14/11/23,24.9,45
PE 14_18C-b2,1140,14/11/23,24.9,45
PE 14_18C-b2,NA,14/11/23,24.9,45
PE 14_18C-b2,NA,14/11/23,24.9,45
PE 14_18C-b2,NA,14/11/23,24.9,45
PE 14_25C-b2,360,14/11/23,24.9,45
PE 14_25C-b2,420,14/11/23,24.9,45
PE 14_25C-b2,420,14/11/23,24.9,45
PE 14_25C-b2,540,14/11/23,24.9,45
PE 14_25C-b2,540,14/11/23,24.9,45
RJ 22_18C-b2,540,14/11/23,24.9,45
RJ 22_18C-b2,600,14/11/23,24.9,45
RJ 22_18C-b2,750,14/11/23,24.9,45
RJ 22_18C-b2,870,14/11/23,24.9,45
RJ 22_18C-b2,960,14/11/23,24.9,45
RJ 22_25C-b2,390,14/11/23,24.9,45
RJ 22_25C-b2,390,14/11/23,24.9,45
RJ 22_25C-b2,510,14/11/23,24.9,45
RJ 22_25C-b2,NA,14/11/23,24.9,45
RJ 22_25C-b2,NA,14/11/23,24.9,45
JP 36_18C-b2,570,14/11/23,24.9,45
JP 36_18C-b2,570,14/11/23,24.9,45
JP 36_18C-b2,570,14/11/23,24.9,45
JP 36_18C-b2,570,14/11/23,24.9,45
JP 36_18C-b2,570,14/11/23,24.9,45
JP 36_25C-b2,450,14/11/23,24.9,45
JP 36_25C-b2,450,14/11/23,24.9,45
JP 36_25C-b2,570,14/11/23,24.9,45
JP 36_25C-b2,NA,14/11/23,24.9,45
JP 36_25C-b2,NA,14/11/23,24.9,45
NE 21_18C-b2,450,14/11/23,25.1,43
NE 21_18C-b2,450,14/11/23,25.1,43
NE 21_18C-b2,450,14/11/23,25.1,43
NE 21_18C-b2,600,14/11/23,25.1,43
NE 21_18C-b2,NA,14/11/23,25.1,43
NE 21_25C-b2,270,14/11/23,25.1,43
NE 21_25C-b2,270,14/11/23,25.1,43
NE 21_25C-b2,330,14/11/23,25.1,43
NE 21_25C-b2,330,14/11/23,25.1,43
NE 21_25C-b2,390,14/11/23,25.1,43
JP 37_18C-b2,480,14/11/23,25.1,43
JP 37_18C-b2,480,14/11/23,25.1,43
JP 37_18C-b2,600,14/11/23,25.1,43
JP 37_18C-b2,1020,14/11/23,25.1,43
JP 37_18C-b2,1080,14/11/23,25.1,43
JP 37_25C-b2,360,14/11/23,25.1,43
JP 37_25C-b2,480,14/11/23,25.1,43
JP 37_25C-b2,630,14/11/23,25.1,43
JP 37_25C-b2,630,14/11/23,25.1,43
JP 37_25C-b2,630,14/11/23,25.1,43
PE 15_18C-b2,420,14/11/23,25.1,43
PE 15_18C-b2,480,14/11/23,25.1,43
PE 15_18C-b2,510,14/11/23,25.1,43
PE 15_18C-b2,600,14/11/23,25.1,43
PE 15_18C-b2,630,14/11/23,25.1,43
PE 15_25C-b2,330,14/11/23,25.1,43
PE 15_25C-b2,390,14/11/23,25.1,43
PE 15_25C-b2,390,14/11/23,25.1,43
PE 15_25C-b2,420,14/11/23,25.1,43
PE 15_25C-b2,NA,14/11/23,25.1,43
RJ 21_18C-b2,510,14/11/23,25.1,43
RJ 21_18C-b2,510,14/11/23,25.1,43
RJ 21_18C-b2,510,14/11/23,25.1,43
RJ 21_18C-b2,540,14/11/23,25.1,43
RJ 21_18C-b2,570,14/11/23,25.1,43
RJ 21_25C-b2,360,14/11/23,25.1,43
RJ 21_25C-b2,420,14/11/23,25.1,43
RJ 21_25C-b2,540,14/11/23,25.1,43
RJ 21_25C-b2,570,14/11/23,25.1,43
RJ 21_25C-b2,600,14/11/23,25.1,43
NE 18_25C-b2,630,15/11/23,25.2,49
NE 18_25C-b2,630,15/11/23,25.2,49
NE 18_25C-b2,810,15/11/23,25.2,49
NE 18_25C-b2,NA,15/11/23,25.2,49
NE 18_25C-b2,NA,15/11/23,25.2,49
NE 18_18C-b2,300,15/11/23,25.2,49
NE 18_18C-b2,330,15/11/23,25.2,49
NE 18_18C-b2,450,15/11/23,25.2,49
NE 18_18C-b2,570,15/11/23,25.2,49
NE 18_18C-b2,600,15/11/23,25.2,49
RJ 27_18C-b2,570,15/11/23,25.2,49
RJ 27_18C-b2,570,15/11/23,25.2,49
RJ 27_18C-b2,570,15/11/23,25.2,49
RJ 27_18C-b2,810,15/11/23,25.2,49
RJ 27_18C-b2,810,15/11/23,25.2,49
RJ 27_25C-b2,540,15/11/23,25.2,49
RJ 27_25C-b2,540,15/11/23,25.2,49
RJ 27_25C-b2,600,15/11/23,25.2,49
RJ 27_25C-b2,600,15/11/23,25.2,49
RJ 27_25C-b2,720,15/11/23,25.2,49
PE 17_18C-b2,690,15/11/23,25.2,49
PE 17_18C-b2,720,15/11/23,25.2,49
PE 17_18C-b2,780,15/11/23,25.2,49
PE 17_18C-b2,780,15/11/23,25.2,49
PE 17_18C-b2,NA,15/11/23,25.2,49
PE 17_25C-b2,450,15/11/23,25.2,49
PE 17_25C-b2,660,15/11/23,25.2,49
PE 17_25C-b2,660,15/11/23,25.2,49
PE 17_25C-b2,660,15/11/23,25.2,49
PE 17_25C-b2,660,15/11/23,25.2,49
JP 35_18C-b2,690,15/11/23,25.2,49
JP 35_18C-b2,690,15/11/23,25.2,49
JP 35_18C-b2,720,15/11/23,25.2,49
JP 35_18C-b2,720,15/11/23,25.2,49
JP 35_18C-b2,750,15/11/23,25.2,49
JP 35_25C-b2,450,15/11/23,25.2,49
JP 35_25C-b2,450,15/11/23,25.2,49
JP 35_25C-b2,450,15/11/23,25.2,49
JP 35_25C-b2,450,15/11/23,25.2,49
JP 35_25C-b2,450,15/11/23,25.2,49
NE 17_18C-b2,720,16/11/23,25.1,48
NE 17_18C-b2,750,16/11/23,25.1,48
NE 17_18C-b2,750,16/11/23,25.1,48
NE 17_18C-b2,780,16/11/23,25.1,48
NE 17_18C-b2,NA,16/11/23,25.1,48
NE 17_25C-b2,420,16/11/23,25.1,48
NE 17_25C-b2,450,16/11/23,25.1,48
NE 17_25C-b2,660,16/11/23,25.1,48
NE 17_25C-b2,690,16/11/23,25.1,48
NE 17_25C-b2,NA,16/11/23,25.1,48
NE 22_18C-b2,540,16/11/23,25.1,48
NE 22_18C-b2,540,16/11/23,25.1,48
NE 22_18C-b2,570,16/11/23,25.1,48
NE 22_18C-b2,570,16/11/23,25.1,48
NE 22_18C-b2,720,16/11/23,25.1,48
NE 22_25C-b2,420,16/11/23,25.1,48
NE 22_25C-b2,420,16/11/23,25.1,48
NE 22_25C-b2,450,16/11/23,25.1,48
NE 22_25C-b2,450,16/11/23,25.1,48
NE 22_25C-b2,NA,16/11/23,25.1,48
RJ 23_18C-b2,480,16/11/23,25.1,48
RJ 23_18C-b2,510,16/11/23,25.1,48
RJ 23_18C-b2,510,16/11/23,25.1,48
RJ 23_18C-b2,510,16/11/23,25.1,48
RJ 23_18C-b2,540,16/11/23,25.1,48
RJ 23_25C-b2,510,16/11/23,25.1,48
RJ 23_25C-b2,510,16/11/23,25.1,48
RJ 23_25C-b2,540,16/11/23,25.1,48
RJ 23_25C-b2,540,16/11/23,25.1,48
RJ 23_25C-b2,630,16/11/23,25.1,48
JP 32_18C-b2,690,16/11/23,25.1,48
JP 32_18C-b2,690,16/11/23,25.1,48
JP 32_18C-b2,690,16/11/23,25.1,48
JP 32_18C-b2,690,16/11/23,25.1,48
JP 32_18C-b2,750,16/11/23,25.1,48
JP 32_25C-b2,420,16/11/23,25.1,48
JP 32_25C-b2,450,16/11/23,25.1,48
JP 32_25C-b2,480,16/11/23,25.1,48
JP 32_25C-b2,540,16/11/23,25.1,48
JP 32_25C-b2,NA,16/11/23,25.1,48
JP 38_18C-b2,390,16/11/23,25.1,48
JP 38_18C-b2,570,16/11/23,25.1,48
JP 38_18C-b2,690,16/11/23,25.1,48
JP 38_18C-b2,690,16/11/23,25.1,48
JP 38_18C-b2,780,16/11/23,25.1,48
JP 38_25C-b2,450,16/11/23,25.1,48
JP 38_25C-b2,450,16/11/23,25.1,48
JP 38_25C-b2,450,16/11/23,25.1,48
JP 38_25C-b2,510,16/11/23,25.1,48
JP 38_25C-b2,510,16/11/23,25.1,48
RJ 16_18C-b2,690,16/11/23,25.1,48
RJ 16_18C-b2,690,16/11/23,25.1,48
RJ 16_18C-b2,720,16/11/23,25.1,48
RJ 16_18C-b2,810,16/11/23,25.1,48
RJ 16_18C-b2,810,16/11/23,25.1,48
RJ 16_25C-b2,600,16/11/23,25.1,48
RJ 16_25C-b2,600,16/11/23,25.1,48
RJ 16_25C-b2,660,16/11/23,25.1,48
RJ 16_25C-b2,660,16/11/23,25.1,48
RJ 16_25C-b2,660,16/11/23,25.1,48
NE 23_18C-b2,690,16/11/23,25.1,48
NE 23_18C-b2,690,16/11/23,25.1,48
NE 23_18C-b2,690,16/11/23,25.1,48
NE 23_18C-b2,690,16/11/23,25.1,48
NE 23_18C-b2,810,16/11/23,25.1,48
NE 23_25C-b2,360,16/11/23,25.1,48
NE 23_25C-b2,450,16/11/23,25.1,48
NE 23_25C-b2,630,16/11/23,25.1,48
NE 23_25C-b2,630,16/11/23,25.1,48
NE 23_25C-b2,NA,16/11/23,25.1,48
RJ 19_18C-b2,570,16/11/23,25.1,48
RJ 19_18C-b2,570,16/11/23,25.1,48
RJ 19_18C-b2,600,16/11/23,25.1,48
RJ 19_18C-b2,600,16/11/23,25.1,48
RJ 19_18C-b2,630,16/11/23,25.1,48
RJ 19_25C-b2,600,16/11/23,25.1,48
RJ 19_25C-b2,600,16/11/23,25.1,48
RJ 19_25C-b2,600,16/11/23,25.1,48
RJ 19_25C-b2,720,16/11/23,25.1,48
RJ 19_25C-b2,720,16/11/23,25.1,48
JP 33_18C-b2,690,16/11/23,25.1,48
JP 33_18C-b2,690,16/11/23,25.1,48
JP 33_18C-b2,750,16/11/23,25.1,48
JP 33_18C-b2,750,16/11/23,25.1,48
JP 33_18C-b2,750,16/11/23,25.1,48
JP 33_25C-b2,480,16/11/23,25.1,48
JP 33_25C-b2,630,16/11/23,25.1,48
JP 33_25C-b2,630,16/11/23,25.1,48
JP 33_25C-b2,720,16/11/23,25.1,48
JP 33_25C-b2,720,16/11/23,25.1,48
PE 13_18C-b2,480,16/11/23,25.1,48
PE 13_18C-b2,690,16/11/23,25.1,48
PE 13_18C-b2,690,16/11/23,25.1,48
PE 13_18C-b2,NA,16/11/23,25.1,48
PE 13_18C-b2,NA,16/11/23,25.1,48
PE 13_25C-b2,510,16/11/23,25.1,48
PE 13_25C-b2,600,16/11/23,25.1,48
PE 13_25C-b2,630,16/11/23,25.1,48
PE 13_25C-b2,630,16/11/23,25.1,48
PE 13_25C-b2,NA,16/11/23,25.1,48
RJ 17_18C-b2,600,17/11/23,25.2,42
RJ 17_18C-b2,630,17/11/23,25.2,42
RJ 17_18C-b2,630,17/11/23,25.2,42
RJ 17_18C-b2,660,17/11/23,25.2,42
RJ 17_18C-b2,720,17/11/23,25.2,42
RJ 17_25C-b2,480,17/11/23,25.2,42
RJ 17_25C-b2,570,17/11/23,25.2,42
RJ 17_25C-b2,570,17/11/23,25.2,42
RJ 17_25C-b2,600,17/11/23,25.2,42
RJ 17_25C-b2,600,17/11/23,25.2,42
NE 16_18C-b2,450,17/11/23,25.2,42
NE 16_18C-b2,510,17/11/23,25.2,42
NE 16_18C-b2,510,17/11/23,25.2,42
NE 16_18C-b2,660,17/11/23,25.2,42
NE 16_18C-b2,NA,17/11/23,25.2,42
NE 16_25C-b2,390,17/11/23,25.2,42
NE 16_25C-b2,390,17/11/23,25.2,42
NE 16_25C-b2,420,17/11/23,25.2,42
NE 16_25C-b2,420,17/11/23,25.2,42
NE 16_25C-b2,420,17/11/23,25.2,42
PE 16_18C-b2,540,17/11/23,25.2,42
PE 16_18C-b2,540,17/11/23,25.2,42
PE 16_18C-b2,540,17/11/23,25.2,42
PE 16_18C-b2,600,17/11/23,25.2,42
PE 16_18C-b2,NA,17/11/23,25.2,42
PE 16_25C-b2,420,17/11/23,25.2,42
PE 16_25C-b2,420,17/11/23,25.2,42
PE 16_25C-b2,450,17/11/23,25.2,42
PE 16_25C-b2,450,17/11/23,25.2,42
PE 16_25C-b2,450,17/11/23,25.2,42
JP 39_18C-b2,660,17/11/23,25.2,42
JP 39_18C-b2,660,17/11/23,25.2,42
JP 39_18C-b2,690,17/11/23,25.2,42
JP 39_18C-b2,690,17/11/23,25.2,42
JP 39_18C-b2,720,17/11/23,25.2,42
JP 39_25C-b2,450,17/11/23,25.2,42
JP 39_25C-b2,480,17/11/23,25.2,42
JP 39_25C-b2,480,17/11/23,25.2,42
JP 39_25C-b2,NA,17/11/23,25.2,42
JP 39_25C-b2,NA,17/11/23,25.2,42
RJ 26_18C-b2,540,17/11/23,25.2,42
RJ 26_18C-b2,600,17/11/23,25.2,42
RJ 26_18C-b2,600,17/11/23,25.2,42
RJ 26_18C-b2,600,17/11/23,25.2,42
RJ 26_18C-b2,NA,17/11/23,25.2,42
RJ 26_25C-b2,480,17/11/23,25.2,42
RJ 26_25C-b2,600,17/11/23,25.2,42
RJ 26_25C-b2,600,17/11/23,25.2,42
RJ 26_25C-b2,600,17/11/23,25.2,42
RJ 26_25C-b2,600,17/11/23,25.2,42
PE 19_18C-b2,600,23/11/23,24.1,53
PE 19_18C-b2,600,23/11/23,24.1,53
PE 19_18C-b2,600,23/11/23,24.1,53
PE 19_18C-b2,NA,23/11/23,24.1,53
PE 19_18C-b2,NA,23/11/23,24.1,53
PE 19_25C-b2,960,23/11/23,24.1,53
PE 19_25C-b2,960,23/11/23,24.1,53
PE 19_25C-b2,960,23/11/23,24.1,53
PE 19_25C-b2,NA,23/11/23,24.1,53
PE 19_25C-b2,NA,23/11/23,24.1,53
RJ 31_18C-b2,810,23/11/23,24.1,53
RJ 31_18C-b2,810,23/11/23,24.1,53
RJ 31_18C-b2,810,23/11/23,24.1,53
RJ 31_18C-b2,810,23/11/23,24.1,53
RJ 31_18C-b2,810,23/11/23,24.1,53
RJ 31_25C-b2,480,23/11/23,24.1,53
RJ 31_25C-b2,510,23/11/23,24.1,53
RJ 31_25C-b2,510,23/11/23,24.1,53
RJ 31_25C-b2,510,23/11/23,24.1,53
RJ 31_25C-b2,NA,23/11/23,24.1,53
JP 40_18C-b2,570,23/11/23,24.1,53
JP 40_18C-b2,570,23/11/23,24.1,53
JP 40_18C-b2,600,23/11/23,24.1,53
JP 40_18C-b2,600,23/11/23,24.1,53
JP 40_18C-b2,600,23/11/23,24.1,53
